last 4 digits of sid	assign1	assign2	assign3	assign4	assign5	assign6	assign7	assign8	Late_Days	section	explore	weekly %	midterm	final	total	grade
8124	8	15	20	20	19	17	17	18	 	20	0.00	92.77%	98	92	93.51	3.7
0781	8	15	20	18	19	18	18	20	 	20	0.00	93.98%	97	91	93.39	3.6
1062	8	16	20	18	20	20	20	18	3	20	0.00	96.39%	90	92	93.35	3.6
3856	9	16	19	19	16	18	20	18	3	20	0.00	93.37%	94	93	93.35	3.6
5424	8	16	20	19	20	18	19	19	1	20	0.00	95.78%	93	91	93.31	3.6
0752	9	16	19	20	18	19	20	17	5	20	0.00	95.18%	92	92	93.27	3.6
3527	9	16	20	20	19	20	20	19	2	20	2.33	99.60%	85	91	93.24	3.6
3379	9	15	20	20	19	20	16	18	1	20	0.00	94.58%	97	90	93.23	3.6
8604	9	16	18	17	19	18	14	17	1	20	0.00	89.16%	97	95	93.06	3.6
6053	9	16	20	19	18	18	20	14	4	20	0.00	92.77%	95	92	92.91	3.6
3914	10	16	20	20	15	18	17	18	5	20	0.00	92.77%	91	94	92.91	3.6
0368	10	16	12	20	19	19	20	18	1	20	0.00	92.77%	95	92	92.91	3.6
7667	9	15	20	20	20	19	20	19	4	20	0.00	97.59%	95	87	92.84	3.6
3078	10	16	19	18	19	18	17	18	5	20	0.00	93.37%	83	97	92.75	3.6
7861	9	16	19	20	18	18	18	15	3	20	0.00	92.17%	89	95	92.67	3.6
4370	9	16	16	20	19	16	18	19	 	20	0.00	92.17%	93	93	92.67	3.6
8566	9	16	19	18	15	14	18	18	1	20	0.00	88.55%	94	96	92.62	3.6
8607	10	15	20	18	18	19	19	17	3	20	0.00	93.98%	87	94	92.59	3.6
1088	9	16	20	20	19	19	20	19	 	20	0.00	97.59%	95	86	92.44	3.6
2685	9	16	20	20	20	19	20	20	 	20	2.00	100.00%	86	88	92.40	3.6
1135	9	15	16	19	18	17	20	17	 	20	0.00	90.96%	88	96	92.39	3.6
7546	10	16	20	18	19	19	18	20	 	20	0.00	96.39%	95	87	92.35	3.6
9509	10	16	20	18	19	18	19	20	 	20	2.33	97.79%	92	87	92.32	3.6
1568	7	16	20	18	20	18	20	20	1	20	0.00	95.78%	98	86	92.31	3.6
3919	9	16	20	18	19	19	20	18	 	20	0.00	95.78%	94	88	92.31	3.6
5401	9	15	20	19	18	18	15	18	 	20	0.33	91.77%	98	90	92.31	3.6
1317	7	15	20	19	16	18	17	17	1	20	0.00	89.76%	96	93	92.30	3.6
0443	9	14	16	18	 	20	20	20	3	20	0.67	82.93%	101	97	92.17	3.6
1336	9	16	19	18	19	19	20	19	1	20	0.00	95.78%	99	85	92.11	3.6
2330	9	16	15	19	19	18	19	19	2	20	0.00	92.77%	87	94	92.11	3.6
8243	9	16	20	20	19	20	19	19	 	20	0.00	97.59%	83	91	92.04	3.6
0029	10	16	20	20	19	19	19	18	 	20	0.00	96.99%	96	85	92.00	3.6
0849	8	16	18	20	18	20	20	17	 	20	0.33	94.78%	90	90	91.91	3.5
9458	7	16	19	18	19	18	17	20	 	20	0.00	92.77%	96	89	91.91	3.5
0872	10	16	20	19	17	13	19	19	 	20	0.00	92.17%	95	90	91.87	3.5
0139	9	16	20	19	20	20	19	18	 	20	0.00	96.99%	91	87	91.80	3.5
3931	9	15	20	20	19	19	16	18	 	20	0.00	93.98%	87	92	91.79	3.5
2283	9	15	20	19	19	19	18	17	2	20	0.00	93.98%	95	88	91.79	3.5
4664	9	16	19	18	17	15	17	20	2	20	0.00	90.96%	89	94	91.79	3.5
2617	9	16	19	19	18	19	19	20	2	20	0.00	95.78%	89	89	91.71	3.5
3248	9	16	20	19	19	19	18	18	 	20	0.00	95.18%	88	90	91.67	3.5
1736	8	16	20	19	18	20	19	17	4	20	0.00	94.58%	93	88	91.63	3.5
5052	10	16	20	18	18	19	19	17	4	20	0.00	94.58%	93	88	91.63	3.5
9353	8	16	19	18	18	20	19	18	 	20	0.00	93.98%	88	91	91.59	3.5
2082	9	16	17	19	19	18	17	20	1	20	0.00	93.37%	95	88	91.55	3.5
2516	9	16	19	19	19	19	18	19	 	20	0.00	95.18%	87	90	91.47	3.5
1398	10	15	17	17	15	19	18	17	4	20	0.00	89.16%	97	91	91.46	3.5
3186	9	16	20	19	19	17	17	20	 	20	0.00	94.58%	86	91	91.43	3.5
3198	9	16	20	20	19	17	18	19	5	20	0.00	95.18%	92	87	91.27	3.5
2737	8	16	20	19	15	17	19	18	 	20	0.00	91.57%	95	89	91.23	3.5
1830	8	14	18	18	15	20	19	18	 	20	0.00	90.36%	87	94	91.14	3.5
9554	9	16	19	19	20	20	19	19	 	20	0.00	96.99%	81	90	91.00	3.5
2198	9	16	19	20	19	20	19	18	 	20	0.00	96.39%	84	89	90.95	3.5
0907	10	16	19	17	16	19	18	19	1	20	0.00	92.77%	87	91	90.91	3.5
2267	9	16	17	19	20	19	19	19	5	20	0.00	95.18%	92	86	90.87	3.5
0738	9	16	18	20	20	20	20	18	1	20	0.00	96.99%	92	84	90.80	3.5
6694	10	16	16	19	16	19	16	19	5	20	0.00	90.96%	92	90	90.79	3.5
0037	7	15	14	17	17	17	16	17	 	20	0.00	84.34%	93	96	90.73	3.5
1495	9	16	19	20	18	19	19	19	3	20	0.00	95.78%	90	86	90.71	3.5
3634	10	16	20	20	18	18	18	19	 	20	0.00	95.78%	92	85	90.71	3.5
3023	9	16	20	19	18	20	17	15	5	20	0.00	92.77%	82	93	90.71	3.5
8444	9	16	18	17	18	18	16	14	5	18	0.00	86.75%	86	97	90.70	3.5
2271	10	16	18	20	17	18	19	20	 	20	0.00	95.18%	81	91	90.67	3.5
2207	9	16	20	20	19	17	19	18	5	20	0.00	95.18%	91	86	90.67	3.5
5061	10	16	20	18	20	15	19	18	5	20	0.33	94.18%	89	88	90.67	3.5
4835	10	16	20	18	19	18	19	13	5	20	0.00	92.17%	91	89	90.67	3.5
2519	10	16	20	18	20	18	18	15	 	20	0.00	93.37%	92	87	90.55	3.5
8400	8	16	19	18	19	18	14	18	 	20	0.00	90.36%	82	95	90.54	3.5
4630	10	15	18	18	18	18	16	17	5	20	0.33	90.56%	89	91	90.42	3.5
2395	9	16	20	20	17	15	20	19	3	20	0.00	93.98%	86	89	90.39	3.5
2954	8	16	19	18	19	16	15	19	4	20	0.00	90.36%	89	91	90.34	3.5
5389	9	16	19	18	20	18	18	18	 	20	0.00	93.98%	95	84	90.19	3.5
9766	10	16	19	20	15	17	16	17	 	20	0.00	90.36%	86	92	90.14	3.5
5948	9	15	18	20	16	17	18	17	 	20	0.00	90.36%	94	88	90.14	3.5
2087	9	15	17	19	20	17	18	18	1	20	0.00	92.17%	92	87	90.07	3.5
0753	9	16	20	20	19	16	19	18	2	20	0.00	94.58%	89	86	90.03	3.5
1653	9	15	17	19	16	16	17	16	2	20	1.00	87.95%	94	90	89.98	3.4
2335	10	16	20	20	18	18	20	19	 	20	0.67	97.39%	87	84	89.96	3.4
1164	10	16	17	19	17	18	20	18	 	20	0.00	93.37%	97	83	89.95	3.4
0976	10	16	15	16	16	16	18	17	4	20	0.00	86.75%	92	92	89.90	3.4
4018	8	16	20	19	19	17	16	13	5	20	0.00	89.16%	93	89	89.86	3.4
6296	9	15	18	15	16	18	18	18	 	20	0.00	88.55%	90	91	89.82	3.4
2978	8	15	20	13	20	19	16	19	1	20	0.00	90.36%	86	91	89.74	3.4
1272	9	16	20	19	18	16	17	19	 	20	0.00	92.77%	89	87	89.71	3.4
9910	9	16	20	20	15	15	19	15	5	20	0.00	89.76%	95	87	89.70	3.4
2538	9	16	20	19	19	20	20	19	1	20	0.00	97.59%	87	83	89.64	3.4
5850	9	16	20	19	16	17	18	17	 	20	0.00	91.57%	91	87	89.63	3.4
3836	9	14	19	15	17	17	18	18	 	20	0.00	88.55%	87	92	89.62	3.4
6448	9	16	18	18	16	18	18	18	5	20	0.00	90.96%	94	86	89.59	3.4
4988	10	14	16	18	19	18	20	20	3	20	0.00	93.37%	85	88	89.55	3.4
2010	10	15	20	19	19	19	19	18	2	20	0.00	95.78%	82	87	89.51	3.4
2351	10	16	20	20	20	20	20	20	5	20	0.00	100.00%	77	85	89.40	3.4
8127	8	14	18	19	17	18	18	17	 	20	0.00	89.76%	97	85	89.30	3.4
1060	8	15	17	17	18	17	16	16	1	20	0.00	86.75%	79	97	89.30	3.4
7355	8	15	20	20	18	20	16	20	2	20	0.00	94.58%	91	83	89.23	3.4
2267	7	16	20	18	19	20	19	18	5	20	0.00	94.58%	87	85	89.23	3.4
3094	8	16	19	19	16	19	17	18	 	20	0.00	91.57%	93	85	89.23	3.4
4590	7	14	18	19	15	19	17	18	1	20	0.00	88.55%	95	87	89.22	3.4
0168	8	16	20	19	18	18	19	17	5	20	0.00	93.37%	89	85	89.15	3.4
1064	9	16	15	18	18	19	20	19	 	20	1.67	93.78%	94	82	89.11	3.4
1726	9	16	19	16	18	13	20	18	3	20	0.00	89.76%	94	86	89.10	3.4
0956	10	16	20	18	18	18	20	18	4	20	0.00	95.18%	89	83	89.07	3.4
4524	8	16	18	20	16	19	20	16	3	20	0.00	92.17%	87	87	89.07	3.4
0634	9	12	18	18	19	16	20	20	 	20	0.00	91.57%	98	82	89.03	3.4
3000	10	16	20	19	19	20	18	19	5	20	0.00	96.99%	81	85	89.00	3.3
2496	9	15	18	20	18	19	19	18	 	20	0.00	93.98%	81	88	88.99	3.3
9392	10	15	19	20	16	18	19	14	 	20	0.00	90.96%	99	82	88.99	3.3
0997	7	16	19	19	17	17	18	13	5	20	1.67	88.96%	91	88	88.98	3.3
3443	9	16	20	15	19	19	19	18	 	20	0.00	93.37%	88	85	88.95	3.3
0659	7	15	17	18	18	16	18	20	3	20	0.00	89.76%	89	88	88.90	3.3
5233	9	16	18	19	18	17	17	19	 	20	0.00	92.17%	90	85	88.87	3.3
1772	9	15	17	18	18	16	16	17	5	20	0.00	87.95%	94	87	88.78	3.3
2148	9	15	15	18	17	16	14	16	3	20	0.00	84.34%	99	88	88.73	3.3
3225	10	16	20	18	20	19	15	20	 	20	0.00	95.18%	83	85	88.67	3.3
0135	9	16	20	17	19	17	17	17	4	20	0.00	91.57%	88	86	88.63	3.3
8955	6	16	20	19	18	17	17	18	1	20	1.33	91.77%	97	81	88.51	3.3
5386	8	16	20	19	16	17	18	18	2	20	0.00	91.57%	87	86	88.43	3.3
0450	10	14	20	17	18	18	15	19	5	20	0.00	90.96%	94	83	88.39	3.3
6349	10	16	20	19	18	16	17	19	 	20	0.00	93.37%	93	81	88.35	3.3
3226	9	15	20	17	17	15	18	19	3	20	0.00	90.36%	89	86	88.34	3.3
6440	9	16	20	19	20	17	15	14	5	20	0.00	90.36%	93	84	88.34	3.3
2321	9	16	20	14	17	18	17	18	4	20	0.00	89.76%	84	89	88.30	3.3
5033	10	16	18	19	18	19	19	16	5	9	0.00	86.75%	96	86	88.30	3.3
0443	10	16	20	19	18	18	20	18	1	20	0.67	96.18%	81	84	88.27	3.3
9312	10	16	20	18	19	19	18	18	3	20	0.00	95.18%	81	85	88.27	3.3
4158	9	16	20	20	18	19	18	11	5	20	0.00	90.96%	89	85	88.19	3.3
9881	10	16	18	19	17	16	16	19	5	20	0.00	90.96%	91	84	88.19	3.3
5560	9	16	20	20	19	19	19	18	3	20	0.00	96.39%	84	82	88.15	3.3
1046	9	16	18	18	19	15	16	19	5	20	0.00	90.36%	86	87	88.14	3.3
0696	10	15	20	18	17	19	20	18	5	20	0.00	94.58%	87	82	88.03	3.3
0425	10	14	19	15	12	18	19	19	2	20	0.00	87.95%	90	87	87.98	3.2
2770	10	15	16	18	19	18	18	15	2	20	0.00	89.76%	84	88	87.90	3.2
1965	10	16	20	20	20	20	20	17	5	20	0.00	98.19%	85	79	87.88	3.2
0468	7	15	15	19	16	17	18	16	3	20	0.00	86.14%	87	90	87.86	3.2
0813	9	16	20	20	19	18	20	19	4	20	0.00	96.99%	91	77	87.80	3.2
7799	9	16	20	19	17	16	19	15	3	20	0.00	90.96%	95	81	87.79	3.2
9637	10	15	17	18	18	16	18	18	 	20	0.00	90.36%	88	85	87.74	3.2
2854	9	15	17	19	16	14	19	18	4	20	1.67	89.56%	91	84	87.62	3.2
0503	10	15	18	17	14	18	16	19	5	20	0.00	88.55%	91	85	87.62	3.2
2260	9	15	17	20	19	14	17	15	3	20	0.00	87.95%	88	87	87.58	3.2
1570	9	15	20	17	19	15	15	20	 	20	0.00	90.36%	89	84	87.54	3.2
3614	7	16	20	18	19	18	18	18	 	20	0.00	92.77%	88	82	87.51	3.2
5518	10	15	20	19	18	19	19	18	 	20	0.00	95.18%	83	82	87.47	3.2
0617	9	16	19	18	18	18	18	17	0	20	0.00	92.17%	89	82	87.47	3.2
0994	9	16	19	19	19	16	16	19	 	20	0.00	92.17%	91	81	87.47	3.2
3240	8	16	20	19	18	18	16	17	1	20	0.00	91.57%	90	82	87.43	3.2
5030	8	15	18	17	19	19	12	19	 	20	0.00	88.55%	86	87	87.42	3.2
2303	10	16	19	20	 	17	20	15	5	20	0.00	82.53%	84	94	87.41	3.2
5174	9	16	20	20	14	19	18	18	3	20	0.00	92.77%	91	80	87.31	3.2
5156	9	 	20	20	20	18	18	19	1	20	0.00	86.75%	91	86	87.30	3.2
2925	10	15	20	19	18	16	20	20	4	20	0.00	95.18%	90	78	87.27	3.2
2649	9	16	20	20	18	18	19	18	4	20	0.00	95.18%	70	88	87.27	3.2
1018	9	16	19	18	18	18	17	18	 	20	0.00	92.17%	78	87	87.27	3.2
7971	9	14	15	13	17	16	19	19	 	20	0.00	85.54%	99	83	87.22	3.2
0611	8	16	20	19	18	20	16	14	5	20	0.00	90.96%	90	82	87.19	3.2
6749	8	15	16	14	16	19	18	18	5	20	0.00	86.75%	82	90	87.10	3.2
1874	9	16	17	19	19	19	20	19	 	20	0.00	95.18%	87	79	87.07	3.2
4827	9	16	20	15	18	17	17	16	5	20	0.00	89.16%	91	83	87.06	3.2
1271	10	16	20	19	18	18	17	19	5	20	0.00	94.58%	82	82	87.03	3.2
0664	9	15	20	18	15	17	16	15	5	20	0.00	87.35%	82	89	86.94	3.1
1046	 	16	18	17	17	20	18	14	2	20	0.00	84.34%	88	89	86.93	3.1
2776	9	15	20	18	19	18	13	16	4	20	0.00	89.16%	90	83	86.86	3.1
6262	9	15	20	18	19	17	15	14	1	20	0.00	88.55%	89	84	86.82	3.1
4144	10	15	16	16	19	19	19	17	 	20	0.00	90.96%	90	81	86.79	3.1
0859	9	15	19	18	15	17	17	16	 	20	0.00	87.95%	84	87	86.78	3.1
6264	8	14	17	9	15	16	12	19	5	15	0.00	75.30%	95	94	86.72	3.1
2448	9	16	17	19	16	19	20	18	 	20	0.00	92.77%	80	84	86.71	3.1
7376	10	15	16	15	16	20	20	17	 	20	0.00	89.76%	88	83	86.70	3.1
2948	9	15	20	18	17	18	17	19	2	20	0.00	92.17%	87	81	86.67	3.1
7963	10	16	17	19	19	17	17	17	 	20	0.00	91.57%	90	80	86.63	3.1
3749	9	16	20	17	18	7	18	17	5	20	0.00	85.54%	82	90	86.62	3.1
3921	8	16	15	19	0	18	17	14	 	20	0.00	76.51%	92	94	86.60	3.1
0869	9	16	20	19	18	16	17	20	2	15	0.00	90.36%	86	83	86.54	3.1
1746	8	16	20	19	18	18	17	18	 	20	0.00	92.77%	87	80	86.51	3.1
3590	9	15	20	17	17	17	17	17	5	20	0.00	89.76%	93	80	86.50	3.1
7081	9	16	19	17	18	15	18	17	5	20	0.00	89.76%	79	87	86.50	3.1
8269	10	14	17	17	15	16	13	19	 	20	0.33	85.14%	94	84	86.46	3.1
5515	10	15	20	19	19	10	19	15	5	20	0.00	88.55%	89	83	86.42	3.1
7064	7	16	19	17	17	15	17	19	5	20	0.00	88.55%	79	88	86.42	3.1
9956	8	14	20	16	18	19	15	16	5	20	0.00	87.95%	76	90	86.38	3.1
6808	9	16	20	19	20	19	19	18	3	20	0.00	96.39%	87	76	86.35	3.1
4937	10	16	20	16	18	17	20	16	2	20	0.00	92.17%	89	79	86.27	3.1
7573	9	16	19	18	19	19	18	18	5	20	0.00	93.98%	85	79	86.19	3.1
1713	8	16	20	16	15	19	18	19	3	20	0.00	90.96%	76	86	85.99	3.0
1784	9	16	18	19	18	16	13	17	5	20	0.00	87.95%	88	83	85.98	3.0
1592	10	16	18	18	19	17	19	17	4	20	0.00	92.77%	78	83	85.91	3.0
0051	7	16	19	19	17	19	16	19	 	20	0.00	91.57%	90	78	85.83	3.0
0293	10	15	20	20	19	19	18	20	 	20	0.00	96.99%	95	70	85.80	3.0
7551	7	16	19	20	19	18	18	18	4	20	0.67	93.78%	95	73	85.71	3.0
5114	10	15	20	19	16	15	19	18	 	20	0.00	91.57%	85	80	85.63	3.0
7424	8	15	18	18	18	12	16	17	5	20	0.00	85.54%	95	81	85.62	3.0
7974	7	15	16	19	17	17	18	16	2	20	0.00	87.35%	81	86	85.54	3.0
3205	7	15	18	18	15	11	17	18	4	20	0.00	83.73%	90	85	85.49	3.0
0567	9	16	19	18	19	16	17	19	 	20	0.00	92.17%	79	82	85.47	3.0
3200	10	15	20	18	20	13	16	16	2	20	0.00	89.16%	89	80	85.46	3.0
4756	8	16	20	19	19	18	17	11	3	20	0.00	89.16%	93	78	85.46	3.0
1314	9	15	18	18	18	15	18	18	 	20	0.00	89.76%	83	82	85.30	3.0
0793	9	10	18	18	19	15	17	17	 	20	0.00	86.14%	87	83	85.06	3.0
4879	10	16	19	19	17	17	20	19	4	20	0.00	94.58%	78	79	85.03	3.0
1198	8	15	19	15	19	11	16	18	2	20	0.00	84.94%	83	86	84.98	2.9
0176	8	16	20	19	18	17	16	16	3	20	0.00	90.36%	88	78	84.94	2.9
5195	9	15	20	17	14	18	17	15	2	20	0.00	87.35%	74	88	84.94	2.9
3006	6	16	20	17	12	18	18	13	3	20	0.00	84.34%	88	84	84.93	2.9
0562	5	16	19	17	16	16	13	17	 	20	0.00	83.73%	77	90	84.89	2.9
0039	8	16	19	17	16	15	17	11	5	15	0.00	80.72%	89	87	84.89	2.9
0716	9	16	17	18	15	12	15	19	4	20	0.00	84.94%	80	87	84.78	2.9
0777	8	16	19	17	16	16	 	19	3	20	0.00	78.92%	90	88	84.77	2.9
8518	9	16	16	17	17	15	18	16	5	20	0.00	86.75%	86	82	84.70	2.9
8094	10	16	17	19	17	16	17	15	1	20	0.00	88.55%	90	78	84.62	2.9
1799	9	15	18	14	17	18	18	17	5	20	0.00	87.95%	73	87	84.58	2.9
5897	8	16	18	20	19	19	20	20	4	20	0.00	96.39%	70	80	84.55	2.9
4421	 	16	14	18	15	11	18	17	0	20	0.00	77.71%	85	91	84.48	2.9
2115	9	14	14	18	18	14	16	17	 	20	0.00	84.34%	93	80	84.33	2.9
7905	8	16	16	19	17	16	15	17	 	20	0.00	86.75%	88	80	84.30	2.9
6055	10	16	19	16	18	18	16	20	 	20	0.00	92.17%	77	80	84.27	2.9
1532	10	16	17	19	16	11	12	16	2	20	0.33	82.73%	95	80	84.09	2.9
8817	10	16	17	19	17	20	 	17	5	18	0.00	80.72%	95	82	84.09	2.9
5795	9	16	20	20	17	17	17	19	 	20	0.00	93.37%	79	77	83.95	2.8
0306	9	16	18	20	13	18	20	19	4	20	0.00	92.17%	93	71	83.87	2.8
3169	6	16	18	19	10	20	15	16	5	20	0.00	84.34%	92	79	83.73	2.8
1428	9	12	18	19	14	16	17	14	 	20	0.00	83.73%	91	80	83.69	2.8
5735	9	15	20	19	0	19	18	18	 	20	0.00	83.13%	84	84	83.65	2.8
1419	9	15	20	16	17	15	16	16	5	18	0.00	85.54%	79	84	83.62	2.8
6940	9	16	20	20	20	18	18	20	2	20	0.00	96.99%	68	78	83.60	2.8
4469	9	16	12	18	19	15	16	16	2	20	0.00	84.94%	92	78	83.58	2.8
4461	10	16	20	18	19	19	19	19	3	20	0.00	96.39%	73	76	83.55	2.8
3135	10	16	20	12	18	17	17	17	1	20	0.00	88.55%	84	78	83.42	2.8
0055	9	16	19	14	16	15	16	17	 	20	0.00	85.54%	92	77	83.42	2.8
7324	8	16	20	19	17	19	15	15	5	12	0.00	84.94%	76	85	83.18	2.8
8091	7	15	15	18	18	18	13	17	4	20	0.00	84.94%	88	79	83.18	2.8
8103	9	16	15	17	17	17	13	17	 	20	0.00	84.94%	94	76	83.18	2.8
