last 4 digits of sid	assign1	assign2	assign3	assign4	assign5	assign6	assign7	assign8	Late_Days	section	explore	weekly %	midterm	final	total	grade
1583	9	16	18	19	19	19	16	17	5	20	0.33	92.37%	77	77	83.15	2.8
6407	9	16	18	17	13	14	16	17	4	20	0.00	84.34%	79	84	83.13	2.8
8077	10	16	17	0	16	20	13	18	4	20	0.00	78.31%	89	85	83.13	2.8
6699	9	16	19	13	16	18	17	15	5	20	0.00	86.14%	86	78	82.86	2.7
1082	10	16	20	19	19	19	18	19	 	12	0.00	91.57%	81	75	82.83	2.7
3358	10	11	15	18	17	19	17	17	5	20	0.00	86.75%	87	76	82.50	2.7
2962	7	14	18	18	15	17	17	17	2	20	0.00	86.14%	84	78	82.46	2.7
2515	10	16	16	19	16	12	14	9	5	20	0.00	79.52%	83	85	82.41	2.7
1848	9	14	20	18	18	19	18	18	 	20	0.33	92.97%	62	82	82.39	2.7
1989	9	16	19	18	16	15	16	13	 	20	0.00	85.54%	88	76	82.22	2.7
4623	10	14	18	19	15	16	16	17	5	20	0.00	87.35%	76	80	82.14	2.7
7429	9	16	19	19	18	19	19	19	5	6	0.00	86.75%	75	81	82.10	2.7
7119	9	15	12	18	17	18	19	14	3	20	0.00	85.54%	75	82	82.02	2.7
4694	7	16	18	17	0	20	17	17	 	20	0.00	79.52%	83	84	82.01	2.7
0589	10	16	17	19	18	20	17	20	 	20	0.00	94.58%	86	67	81.83	2.6
0308	9	16	20	17	18	19	17	16	3	20	0.00	91.57%	77	74	81.63	2.6
3928	8	15	17	19	17	19	18	19	5	20	0.00	91.57%	67	79	81.63	2.6
1762	9	15	9	16	13	17	13	19	5	20	0.00	78.92%	90	80	81.57	2.6
5552	10	16	19	19	18	13	16	15	5	20	0.00	87.95%	79	76	81.38	2.6
1026	7	11	17	17	13	18	16	17	4	20	0.00	81.93%	73	85	81.37	2.6
4659	8	16	17	19	19	19	19	18	5	20	1.00	93.98%	80	69	81.19	2.6
4493	9	13	20	20	20	16	13	14	5	20	0.00	87.35%	87	72	81.14	2.6
2173	9	14	18	15	17	14	14	16	3	18	0.00	81.33%	89	77	81.13	2.6
4371	9	16	20	19	18	 	19	15	5	15	0.00	78.92%	89	79	80.97	2.5
1172	9	15	18	17	16	17	19	16	 	20	0.00	88.55%	83	72	80.82	2.5
1409	7	13	14	12	9	10	11	16	1	20	0.00	67.47%	91	89	80.79	2.5
4575	7	16	19	18	20	20	14	18	5	20	0.00	91.57%	80	70	80.63	2.5
0916	10	16	20	19	19	19	18	19	5	20	0.00	96.39%	64	73	80.55	2.5
2678	10	16	20	19	18	16	 	17	1	20	0.00	81.93%	82	78	80.37	2.5
1765	7	14	18	14	17	11	7	16	5	20	0.00	74.70%	86	83	80.28	2.5
2937	9	16	20	0	0	20	17	17	5	20	0.00	71.69%	94	82	80.27	2.5
5782	10	15	18	18	19	16	13	19	5	20	0.00	89.16%	71	76	80.26	2.5
5633	9	16	17	16	16	10	7	19	 	20	0.00	78.31%	88	78	80.13	2.5
2898	10	16	20	18	16	16	14	16	3	20	0.00	87.95%	68	78	79.98	2.4
5353	8	16	20	17	18	16	18	17	 	20	0.00	90.36%	79	70	79.94	2.4
2027	8	15	20	19	17	18	16	16	4	20	0.00	89.76%	80	70	79.90	2.4
4787	8	15	9	17	13	12	16	17	4	20	0.00	76.51%	80	83	79.80	2.4
1316	9	15	19	19	15	13	13	14	5	20	1.00	83.13%	88	72	79.65	2.4
2254	8	16	17	20	16	18	19	15	3	20	1.33	90.56%	91	63	79.62	2.4
2702	9	15	17	18	18	18	14	18	2	20	0.00	88.55%	73	74	79.62	2.4
7167	8	16	20	19	15	0	16	18	 	20	0.00	79.52%	87	76	79.61	2.4
1409	10	16	20	18	20	14	11	16	5	20	0.00	87.35%	89	67	79.54	2.4
0566	6	10	18	17	17	15	15	15	4	20	0.00	80.12%	67	85	79.45	2.4
0583	9	16	16	17	18	18	18	 	5	20	0.00	79.52%	94	72	79.41	2.4
0134	8	16	20	17	17	18	18	17	2	20	0.00	90.96%	84	65	79.19	2.4
0032	8	16	16	19	18	17	14	18	 	20	0.00	87.95%	68	76	79.18	2.4
1783	9	15	17	16	18	17	17	15	3	20	0.00	86.75%	74	74	79.10	2.4
1531	9	16	20	18	18	16	20	16	 	20	0.00	92.17%	87	62	79.07	2.4
0833	7	16	20	19	0	19	16	17	4	20	0.00	80.72%	71	81	78.89	2.3
4681	9	16	18	17	18	17	18	18	 	20	0.00	90.96%	82	65	78.79	2.3
2579	7	15	20	19	20	18	18	18	5	20	0.00	93.37%	67	70	78.75	2.3
3920	10	16	19	19	19	17	15	17	5	15	0.00	88.55%	66	75	78.62	2.3
2338	9	15	17	14	12	15	15	 	5	20	0.00	70.48%	88	82	78.59	2.3
9483	8	16	20	16	20	20	17	19	5	9	0.00	87.35%	54	82	78.54	2.3
3489	10	16	20	19	14	9	15	16	5	20	0.00	83.73%	91	67	78.49	2.3
6240	7	16	20	18	17	19	5	17	5	20	0.00	83.73%	81	72	78.49	2.3
0510	9	16	20	20	20	18	18	16	5	20	0.00	94.58%	61	71	78.43	2.3
1635	10	16	19	19	19	18	19	19	1	3	0.00	85.54%	93	64	78.42	2.3
8046	10	16	17	16	15	17	16	18	1	20	0.00	87.35%	62	77	78.14	2.3
3913	10	16	19	16	0	18	 	18	5	20	0.00	70.48%	80	84	77.79	2.2
2197	9	15	17	17	16	14	13	17	 	15	0.00	80.12%	82	73	77.65	2.2
0326	9	15	16	17	 	14	10	17	5	20	0.00	71.08%	80	83	77.63	2.2
7638	6	15	17	14	15	16	16	18	5	20	0.00	82.53%	77	73	77.61	2.2
2238	8	13	15	18	17	 	10	16	3	20	0.00	70.48%	89	79	77.59	2.2
0571	4	15	11	15	15	9	20	15	0	20	0.00	74.70%	86	76	77.48	2.2
5756	8	15	14	18	17	15	3	12	4	20	0.00	73.49%	82	79	77.40	2.2
8835	8	15	12	18	8	11	12	10	5	20	0.00	68.67%	83	83	77.27	2.2
0628	9	 	19	18	11	13	11	17	5	20	0.00	71.08%	96	73	76.83	2.1
8038	7	16	17	17	17	18	14	19	5	20	0.00	87.35%	75	67	76.74	2.1
5995	8	15	18	18	18	14	18	19	2	20	0.00	89.16%	81	62	76.66	2.1
2868	9	16	20	19	19	2	18	18	5	20	0.00	84.94%	95	59	76.58	2.1
6111	8	15	15	17	17	11	14	14	 	20	0.00	78.92%	79	73	76.57	2.1
0747	7	14	14	12	0	10	13	14	5	15	0.00	59.64%	91	86	76.46	2.1
5614	8	12	20	19	18	17	19	14	5	20	0.00	88.55%	79	63	76.42	2.1
9993	9	15	20	19	18	 	 	11	3	20	0.00	67.47%	89	79	76.39	2.1
3370	10	16	17	20	19	0	20	19	5	20	0.00	84.94%	86	63	76.38	2.1
1158	8	16	16	19	19	13	17	17	5	20	0.00	87.35%	85	61	76.34	2.1
4171	10	16	18	17	17	14	14	15	5	12	0.00	80.12%	85	68	76.25	2.1
0556	7	4	20	14	15	12	18	7	5	15	0.00	67.47%	82	82	76.19	2.1
9951	9	15	19	14	18	18	16	17	3	20	0.00	87.95%	73	66	76.18	2.1
3350	7	16	18	15	18	 	15	16	2	20	0.00	75.30%	82	74	76.12	2.1
2048	8	16	18	13	16	14	4	13	5	20	0.00	73.49%	88	72	75.80	2.0
2560	9	16	20	17	19	19	18	17	5	20	0.00	93.37%	64	64	75.75	2.0
2991	10	12	12	16	13	12	13	15	1	20	0.00	74.10%	66	82	75.64	2.0
3270	9	16	20	19	17	13	15	17	5	20	0.00	87.95%	74	64	75.58	2.0
7695	10	16	16	17	19	0	18	19	5	20	0.00	81.33%	81	67	75.53	2.0
9727	8	16	20	18	16	16	14	16	5	20	0.00	86.75%	68	68	75.50	2.0
4041	8	11	12	16	19	14	17	13	5	20	0.00	78.31%	66	77	75.33	2.0
0415	9	16	14	16	15	15	11	15	5	15	0.67	76.31%	84	70	75.32	2.0
1281	9	16	20	19	17	16	18	16	5	15	0.00	87.95%	72	64	75.18	2.0
1057	9	16	19	16	18	17	18	17	5	20	0.00	90.36%	59	68	75.14	2.0
5268	8	12	10	14	16	12	11	16	1	20	0.00	71.69%	76	78	75.07	2.0
3616	8	16	20	 	13	19	18	 	1	12	0.00	63.86%	85	81	74.94	1.9
3676	9	16	18	16	16	17	18	15	4	20	0.00	87.35%	74	63	74.94	1.9
0684	9	16	15	9	11	16	14	19	5	20	0.00	77.71%	72	73	74.68	1.9
0804	10	15	19	 	19	16	19	19	5	20	0.00	82.53%	64	72	74.61	1.9
7865	8	13	18	17	19	17	16	18	1	20	0.00	87.95%	83	57	74.58	1.9
2242	7	11	18	18	13	0	18	17	3	20	0.00	73.49%	65	80	74.40	1.9
9229	5	14	17	16	15	14	14	14	2	3	0.00	67.47%	75	81	74.39	1.9
5791	9	16	11	17	18	14	17	15	5	20	0.00	82.53%	72	67	74.21	1.9
0586	9	16	18	16	15	15	13	17	1	20	0.00	83.73%	79	62	74.09	1.9
4028	7	16	20	20	18	18	19	17	4	20	0.00	93.37%	66	58	73.75	1.8
8406	6	9	16	19	14	17	14	14	5	0	0.00	65.66%	68	84	73.47	1.8
0955	 	15	19	18	18	12	17	18	5	6	0.00	74.10%	84	66	72.84	1.7
5933	7	15	12	13	10	2	8	13	5	18	0.00	59.04%	86	80	72.81	1.7
0119	7	16	13	19	17	15	17	12	5	20	0.00	81.93%	62	68	72.37	1.7
0362	8	16	15	15	18	5	8	18	5	20	0.00	74.10%	91	61	72.24	1.7
1148	8	14	15	16	16	13	19	17	 	20	0.00	83.13%	78	58	72.05	1.7
3928	8	15	15	18	16	11	16	16	 	20	0.00	81.33%	69	64	71.93	1.6
2651	10	16	17	0	15	17	18	17	3	20	0.00	78.31%	68	67	71.73	1.6
8560	8	16	18	16	19	19	19	17	5	15	0.00	88.55%	75	53	71.62	1.6
0907	8	16	19	16	19	19	14	18	5	20	0.00	89.76%	60	57	70.70	1.5
5218	10	16	19	19	0	19	17	16	5	20	0.00	81.93%	57	66	70.57	1.5
7583	10	16	15	16	19	19	12	17	4	20	0.00	86.75%	71	54	70.50	1.5
6446	7	14	17	19	0	12	18	12	4	12	0.00	66.87%	79	69	70.15	1.5
0394	8	16	18	19	18	19	14	18	 	20	0.00	90.36%	70	50	70.14	1.5
2512	10	15	18	18	17	0	19	17	3	20	0.00	80.72%	53	67	69.69	1.4
7967	8	14	11	17	16	18	16	12	3	20	0.00	79.52%	71	59	69.61	1.4
4884	7	16	18	20	18	12	18	15	5	20	0.00	86.75%	62	56	69.50	1.4
7682	9	15	17	15	16	 	16	11	5	20	0.00	71.69%	78	63	69.47	1.4
0901	9	15	20	18	17	18	 	16	5	20	0.00	80.12%	61	63	69.45	1.4
3183	9	16	20	19	16	0	17	15	2	20	0.00	79.52%	80	54	69.41	1.4
2603	9	16	20	18	18	 	 	 	5	20	0.00	60.84%	75	75	69.34	1.4
1803	10	15	9	15	2	14	14	16	4	20	0.00	69.28%	70	69	69.31	1.4
1923	7	16	18	15	13	14	13	13	5	20	0.00	77.71%	75	58	69.28	1.4
2110	9	15	12	16	15	13	12	14	 	20	0.00	75.90%	73	60	68.96	1.3
0436	9	16	19	17	18	16	17	17	2	20	0.00	89.76%	48	58	68.70	1.3
2026	10	16	15	14	16	 	 	16	5	18	0.00	63.25%	81	68	68.70	1.3
6000	9	12	9	13	6	13	15	17	 	15	0.00	65.66%	77	67	68.47	1.3
9304	8	16	15	18	16	0	 	13	2	20	0.00	63.86%	74	69	67.94	1.2
7482	9	16	20	20	20	 	 	 	 	20	0.33	63.45%	91	60	67.58	1.2
9362	9	15	15	16	16	18	15	16	3	20	0.00	84.34%	56	56	67.33	1.2
6244	7	15	13	16	14	8	7	14	5	20	0.00	68.67%	57	71	67.27	1.2
2629	8	15	20	0	0	18	18	16	5	20	0.00	69.28%	78	59	66.91	1.1
8770	9	15	18	18	14	18	19	16	4	20	0.00	88.55%	65	46	66.82	1.1
1591	9	16	20	20	18	18	15	 	3	12	0.00	77.11%	70	53	66.04	1.1
0530	9	15	15	19	0	9	6	15	5	20	0.00	65.06%	66	67	66.02	1.1
2158	9	15	19	19	19	15	15	 	3	20	0.00	78.92%	56	57	65.57	1.0
8247	8	14	19	17	0	4	9	12	5	20	0.00	62.05%	86	58	65.22	1.0
2397	9	15	18	15	17	0	5	12	5	20	0.00	66.87%	73	58	64.55	0.9
0550	8	15	20	 	17	 	 	 	3	20	0.00	48.19%	72	77	64.48	0.9
5956	8	16	18	16	19	 	17	 	 	20	0.00	68.67%	63	60	64.07	0.9
6851	9	14	10	15	13	15	13	13	5	20	0.00	73.49%	67	53	64.00	0.8
7339	7	16	20	16	0	12	 	 	5	0	0.00	42.77%	86	74	63.91	0.8
2530	8	14	12	11	0	12	15	11	4	12	0.00	57.23%	67	69	63.89	0.8
4506	9	16	19	20	17	18	20	20	 	20	0.00	95.78%	55	36	63.71	0.8
6290	10	16	20	19	19	 	 	 	0	20	0.00	62.65%	77	57	63.26	0.8
2593	9	14	13	17	16	12	16	 	 	20	0.00	70.48%	89	43	63.19	0.8
2210	10	14	20	17	18	18	17	17	3	20	0.00	90.96%	54	40	63.19	0.8
2754	7	11	16	19	10	2	7	10	4	20	0.00	61.45%	82	54	62.58	0.7
6248	6	12	10	16	15	8	10	18	 	20	0.00	69.28%	64	55	62.51	0.7
3973	9	11	18	4	14	3	0	19	5	20	0.00	59.04%	62	65	62.01	0.7
1371	9	14	15	 	14	 	16	 	5	20	0.00	53.01%	90	57	62.00	0.7
7526	9	14	13	16	15	15	18	15	4	20	0.00	81.33%	65	41	61.93	0.7
2838	9	12	18	15	14	11	 	14	2	20	0.00	68.07%	66	51	60.83	0.7
0462	9	16	13	17	16	19	19	 	4	18	0.00	76.51%	63	44	60.80	0.7
5065	10	16	19	17	3	 	 	 	4	0	0.00	39.16%	87	67	59.86	0.7
4969	7	14	18	13	19	11	12	12	5	18	0.00	74.70%	59	45	59.68	0.7
4650	8	9	12	17	14	14	4	14	5	20	0.00	67.47%	63	50	59.59	0.7
8126	10	16	18	19	18	15	16	15	5	20	0.00	88.55%	66	27	59.42	0.7
6894	9	16	18	19	18	15	17	19	4	20	0.00	90.96%	39	35	58.19	0.7
0144	9	16	19	18	19	19	20	17	1	20	0.00	94.58%	98	 	57.43	0.0
0295	10	16	18	18	16	 	 	 	3	18	0.00	57.83%	69	51	57.33	0.0
6313	10	10	19	19	18	9	15	16	5	20	0.00	81.93%	62	30	57.17	0.0
3262	9	16	18	17	15	6	10	12	5	20	0.00	74.10%	71	32	56.64	0.0
0614	9	9	18	 	 	8	 	 	4	20	0.00	38.55%	72	67	56.62	0.0
4428	8	14	17	 	14	 	 	 	 	0	0.00	31.93%	75	72	56.57	0.0
5051	9	16	19	19	13	8	7	16	5	18	0.00	75.30%	42	45	56.52	0.0
8593	8	16	16	15	14	2	10	11	5	15	0.00	64.46%	55	49	56.38	0.0
4346	9	16	20	 	16	 	 	 	1	15	0.00	45.78%	82	54	56.31	0.0
9996	9	16	12	18	0	11	7	14	5	20	0.00	64.46%	55	48	55.98	0.0
0649	8	15	17	18	7	 	 	14	5	20	0.00	59.64%	51	52	54.86	0.0
7882	10	16	20	20	16	17	18	18	 	20	0.00	93.37%	87	 	54.75	0.0
8808	9	16	19	20	16	19	17	17	5	20	0.00	92.17%	79	 	52.67	0.0
3305	9	16	8	1	9	0	0	 	5	20	0.00	37.95%	70	54	50.78	0.0
4214	9	15	13	15	6	4	 	 	2	20	0.00	49.40%	62	45	50.16	0.0
1640	9	16	20	19	19	 	17	 	5	20	0.00	72.29%	82	12	50.12	0.0
4861	9	15	19	16	12	12	 	 	3	15	0.00	59.04%	67	25	47.01	0.0
6394	8	15	 	12	17	 	 	 	3	6	0.00	34.94%	77	44	46.98	0.0
0508	7	15	20	 	 	 	 	 	2	20	0.00	37.35%	86	36	46.54	0.0
6324	9	10	2	14	14	14	15	 	5	12	0.00	54.22%	52	31	44.49	0.0
0071	9	16	14	19	16	18	 	 	1	20	0.00	67.47%	85	 	43.99	0.0
1475	8	14	20	19	19	16	 	 	2	20	0.00	69.88%	75	 	42.95	0.0
2865	8	15	19	19	19	15	 	 	1	20	0.00	69.28%	64	 	40.51	0.0
0878	8	4	10	 	0	 	 	 	3	20	0.00	25.30%	73	32	37.52	0.0
0316	9	 	9	15	 	 	 	7	5	12	0.00	31.33%	60	31	36.93	0.0
0374	8	16	 	 	 	 	 	 	5	15	0.00	23.49%	70	31	35.80	0.0
6189	10	9	10	11	13	 	 	 	3	20	0.00	43.98%	67	12	35.79	0.0
3256	9	16	 	 	 	 	 	 	 	20	0.00	27.11%	63	21	31.84	0.0
0861	6	11	11	13	4	 	 	 	5	20	0.00	39.16%	77	 	31.06	0.0
0263	8	15	10	18	10	7	 	 	5	15	0.00	50.00%	32	8	29.60	0.0
1905	9	8	18	17	 	 	 	 	3	15	0.00	40.36%	64	 	28.94	0.0
2167	6	14	16	 	 	 	 	 	4	20	0.00	33.73%	57	7	27.69	0.0
2738	10	9	18	16	0	 	 	 	 	18	0.00	42.77%	34	7	26.71	0.0
7891	9	 	 	 	 	 	 	 	 	12	0.00	12.65%	55	26	26.46	0.0
4981	6	14	14	 	0	 	 	 	5	20	0.00	32.53%	42	 	21.41	0.0
3168	9	 	 	 	 	 	 	 	 	12	0.00	12.65%	61	 	17.26	0.0
8057	 	 	 	 	 	 	 	 	 	3	0.00	1.81%	52	11	15.52	0.0
1118	8	13	 	 	 	 	 	 	1	9	0.00	18.07%	38	 	14.83	0.0
0973	8	 	18	14	 	 	 	 	4	6	0.00	27.71%	 	 	11.08	0.0
0419	 	 	 	 	 	 	 	 	 	3	0.00	1.81%	39	1	8.92	0.0
9044	9	11	 	 	 	 	 	 	 	6	0.00	15.66%	 	 	6.27	0.0
4857	7	 	 	 	 	 	 	 	 	6	0.00	7.83%	 	 	3.13	0.0
3400	0	 	 	 	 	 	 	 	 	6	0.00	3.61%	 	 	1.45	0.0
7107	 	 	 	 	 	 	 	 	 	0	0.00	0.00%	 	 	0.00	0.0
7599	 	 	 	 	 	 	 	 	 	0	0.00	0.00%	 	 	0.00	0.0

mean	8.8	15.3	18.1	17.8	16.7	16.5	17.0	17.2	3.5	19.0	0.1	84.09%	83.8	79.0	80.76	2.66
median	9	16	19	19	18	18	18	18	4	20	0	89.76%	87	84	86.46	3.1
11	1
