last 4 digits of sid	assign1	assign2	assign3	assign4	assign5	assign6	assign7	assign8	Late_Days	section	explore	weekly %	midterm	final	total	grade
2703	9	15	15	17	14	15	18	19	4	20	0.00	85.54%	92	75	82.62	2.9
1233	10	16	19	19	18	20	19	20	3	20	0.00	96.99%	81	69	82.60	2.9
0783	9	15	19	17	18	19	17	17	5	20	0.00	90.96%	79	76	82.59	2.9
9993	10	14	19	17	16	18	13	18	5	20	0.00	87.35%	84	77	82.54	2.9
3894	9	15	19	16	17	13	18	17	3	20	0.00	86.75%	89	75	82.50	2.8
6181	8	15	17	17	16	19	18	18	 	20	0.00	89.16%	82	76	82.46	2.8
1730	7	14	15	14	11	14	16	17	 	20	0.00	77.11%	82	88	82.44	2.8
0901	9	16	20	19	18	20	19	18	5	18	0.00	94.58%	79	72	82.43	2.8
1323	9	15	20	7	18	11	18	19	5	20	0.00	82.53%	83	82	82.41	2.8
6624	8	16	17	18	15	14	16	12	5	20	0.00	81.93%	88	80	82.37	2.8
1164	9	16	20	18	15	19	17	16	5	20	0.00	90.36%	97	67	82.34	2.8
2670	8	14	18	16	11	9	14	15	5	20	0.00	75.30%	95	83	82.32	2.8
0462	6	14	16	15	16	9	14	15	1	20	0.00	75.30%	91	85	82.32	2.8
0897	9	16	19	19	20	20	18	18	4	20	0.00	95.78%	86	67	82.31	2.8
5526	9	14	15	14	16	15	13	18	 	20	0.00	80.72%	93	78	82.09	2.8
6825	9	16	18	16	17	16	18	18	 	20	0.00	89.16%	88	72	82.06	2.8
2471	10	16	19	16	17	16	16	18	5	20	0.00	89.16%	78	77	82.06	2.8
2247	10	15	19	17	18	17	17	19	2	20	0.00	91.57%	75	76	82.03	2.8
6090	9	16	14	16	15	16	17	20	3	20	0.00	86.14%	81	78	81.86	2.8
2696	9	16	19	19	18	16	18	16	5	20	0.00	90.96%	77	75	81.79	2.8
8597	8	14	20	14	18	17	18	17	4	20	0.00	87.95%	87	73	81.78	2.8
7293	10	15	19	18	18	16	18	16	2	20	0.00	90.36%	86	71	81.74	2.8
8686	10	15	18	17	17	17	18	20	4	20	0.00	91.57%	87	69	81.63	2.8
6245	7	13	20	15	16	16	17	18	5	20	0.00	85.54%	81	78	81.62	2.8
2296	8	16	19	17	17	16	17	20	5	20	0.00	90.36%	83	72	81.54	2.8
0439	10	16	20	 	13	14	17	19	4	20	0.00	77.71%	90	81	81.48	2.8
5537	9	16	20	18	17	18	17	18	4	20	0.00	92.17%	81	71	81.47	2.8
5954	9	15	15	19	17	17	19	15	2	20	0.00	87.95%	93	69	81.38	2.8
9188	7	16	18	15	18	14	18	19	5	20	0.00	87.35%	86	73	81.34	2.7
6634	6	12	17	17	16	15	17	15	2	20	0.00	81.33%	81	81	81.13	2.7
2268	9	14	16	14	19	15	17	19	3	20	0.00	86.14%	93	70	81.06	2.7
6620	9	16	19	17	18	15	18	15	2	20	0.00	88.55%	96	66	81.02	2.7
6765	9	16	16	17	15	16	19	18	4	20	0.00	87.95%	71	79	80.98	2.7
0178	8	16	18	17	19	17	18	17	2	20	0.00	90.36%	78	73	80.94	2.7
3185	9	15	15	18	16	19	20	17	4	20	0.00	89.76%	87	69	80.90	2.7
1337	9	16	19	13	18	16	16	19	 	20	0.00	87.95%	82	73	80.78	2.7
8430	9	16	20	17	19	19	 	16	3	20	0.00	81.93%	94	73	80.77	2.7
3773	9	15	19	16	18	17	17	 	4	15	0.00	75.90%	100	76	80.76	2.7
4166	8	13	17	17	14	12	12	13	2	15	0.00	72.89%	84	87	80.76	2.7
7595	10	16	18	18	17	14	12	20	5	20	0.00	87.35%	87	71	80.74	2.7
8551	9	9	11	16	16	19	19	16	1	20	0.00	81.33%	89	76	80.73	2.7
2653	9	15	15	16	18	18	17	15	2	20	0.00	86.14%	97	67	80.66	2.7
7836	9	15	12	16	16	17	18	19	5	20	0.00	85.54%	90	71	80.62	2.7
9363	10	16	19	18	19	18	20	19	5	20	0.00	95.78%	65	73	80.51	2.7
2678	8	16	19	16	17	16	17	20	2	20	0.00	89.76%	99	62	80.50	2.7
3224	9	13	17	17	17	16	19	20	3	20	0.00	89.16%	70	77	80.46	2.7
4831	8	16	20	16	15	18	10	20	5	20	0.00	86.14%	86	72	80.46	2.7
0686	9	16	19	16	18	18	17	18	 	20	0.00	90.96%	76	72	80.39	2.7
9386	9	16	19	17	17	17	19	17	5	20	0.00	90.96%	78	71	80.39	2.7
9324	9	13	18	16	19	13	17	16	 	20	0.00	84.94%	84	74	80.38	2.7
1418	10	15	20	17	18	17	20	17	5	20	0.00	92.77%	76	70	80.31	2.7
6017	10	14	16	17	15	18	18	16	 	20	0.00	86.75%	96	66	80.30	2.7
2222	9	12	18	16	17	18	13	20	1	20	0.00	86.14%	87	71	80.26	2.7
9129	10	16	14	16	17	11	15	18	 	20	0.00	82.53%	90	73	80.21	2.7
5164	9	15	19	17	16	15	16	19	1	20	0.00	87.95%	79	73	80.18	2.6
7663	9	15	20	17	17	16	18	18	 	20	0.00	90.36%	74	73	80.14	2.6
2779	9	13	12	15	18	17	16	20	5	20	0.00	84.34%	92	70	80.13	2.6
5177	10	15	19	18	20	17	19	20	 	20	0.00	95.18%	86	62	80.07	2.6
1263	7	16	20	17	18	11	16	13	5	20	0.00	83.13%	88	73	80.05	2.6
2072	9	16	13	12	14	13	16	18	3	20	0.00	78.92%	88	77	79.97	2.6
9918	10	15	20	16	18	15	18	16	3	20	2.00	90.36%	97	61	79.94	2.6
8785	8	15	18	15	16	13	17	18	4	20	0.00	84.34%	85	73	79.93	2.6
1157	8	15	18	17	17	13	17	14	 	20	0.00	83.73%	94	69	79.89	2.6
5426	8	16	19	15	18	15	19	18	5	20	0.00	89.16%	83	69	79.86	2.6
0585	10	16	18	15	16	10	15	18	2	20	0.00	83.13%	91	71	79.85	2.6
1192	8	15	19	17	15	17	14	13	0	20	0.00	83.13%	93	70	79.85	2.6
3795	8	13	15	16	16	15	14	16	4	20	0.00	80.12%	87	76	79.85	2.6
1673	10	15	17	19	17	15	20	11	5	20	0.00	86.75%	89	68	79.70	2.6
5974	8	15	19	17	17	16	17	19	 	20	0.00	89.16%	86	67	79.66	2.6
0314	9	14	16	18	16	18	18	19	2	20	0.00	89.16%	86	67	79.66	2.6
7262	9	15	17	12	13	17	18	17	1	20	0.00	83.13%	88	72	79.65	2.6
3562	9	16	20	15	14	18	14	19	5	20	0.00	87.35%	71	76	79.54	2.6
9943	6	14	13	16	16	13	19	18	4	15	0.00	78.31%	91	75	79.53	2.6
9069	9	15	18	17	18	19	19	18	1	20	0.00	92.17%	75	69	79.47	2.6
0968	9	15	14	15	18	14	17	16	3	20	0.00	83.13%	83	74	79.45	2.6
3999	9	15	19	20	19	15	19	19	3	15	0.00	90.36%	84	66	79.34	2.6
0507	9	16	14	16	17	14	16	18	 	20	0.00	84.34%	84	72	79.33	2.6
9576	8	15	19	17	17	19	20	18	3	20	0.00	92.17%	82	65	79.27	2.6
4818	10	15	18	19	16	19	16	18	3	20	0.00	90.96%	88	63	79.19	2.6
8196	6	14	16	17	13	15	16	13	 	20	0.00	78.31%	81	79	79.13	2.6
2362	8	14	17	17	13	17	15	18	5	20	0.00	83.73%	92	68	79.09	2.6
4769	10	15	20	17	16	18	8	15	5	20	0.00	83.73%	84	72	79.09	2.6
8013	9	14	14	13	16	17	16	18	3	20	0.00	82.53%	86	72	79.01	2.5
8384	9	16	18	18	18	18	16	16	2	20	0.00	89.76%	91	62	78.90	2.5
8232	6	13	15	18	14	7	17	14	 	20	0.00	74.70%	81	82	78.88	2.5
2129	10	11	16	15	19	10	17	13	5	18	0.00	77.71%	82	78	78.68	2.5
5588	9	14	16	16	14	15	18	15	 	20	0.00	82.53%	88	70	78.61	2.5
1803	9	15	20	17	16	16	15	13	0	20	0.00	84.94%	75	74	78.58	2.5
8122	7	14	16	11	12	20	20	20	4	20	0.00	84.34%	86	69	78.53	2.5
5227	8	15	20	17	18	18	20	18	 	20	0.00	92.77%	73	67	78.51	2.5
5101	8	16	18	16	16	14	15	15	 	20	0.00	83.13%	84	71	78.45	2.5
1858	10	16	18	15	18	18	19	16	1	20	0.00	90.36%	85	63	78.34	2.5
0784	7	14	15	17	17	19	19	17	5	20	0.00	87.35%	92	62	78.14	2.5
5962	9	14	14	17	18	19	18	18	3	20	0.00	88.55%	89	62	78.02	2.5
3064	9	16	19	19	19	18	20	19	2	20	0.00	95.78%	56	71	77.91	2.5
5332	9	16	12	14	19	15	19	18	2	20	0.00	85.54%	88	65	77.82	2.4
6488	8	15	19	13	20	15	18	18	 	20	0.00	87.95%	77	68	77.78	2.4
2429	8	13	16	17	19	18	 	18	1	20	0.00	77.71%	83	75	77.68	2.4
3266	10	16	16	18	17	16	17	18	1	20	0.00	89.16%	86	62	77.66	2.4
8404	8	14	11	17	17	16	18	16	3	20	0.00	82.53%	81	71	77.61	2.4
2485	9	15	14	15	17	17	16	19	5	20	0.00	85.54%	84	66	77.42	2.4
7072	8	14	5	17	17	14	16	16	 	20	0.00	76.51%	86	74	77.40	2.4
0862	9	15	19	16	13	12	18	16	5	20	0.00	83.13%	82	69	77.25	2.4
6761	9	12	17	13	12	13	16	16	 	20	0.00	77.11%	80	76	77.24	2.4
9572	10	15	20	20	17	17	19	19	5	20	0.00	94.58%	85	56	77.23	2.4
6678	7	15	13	17	16	18	17	18	5	20	0.00	84.94%	76	70	77.18	2.4
2079	10	16	13	8	14	17	19	14	5	20	0.00	78.92%	86	71	77.17	2.4
6898	9	15	17	17	17	16	18	19	4	20	0.00	89.16%	83	62	77.06	2.4
3368	6	14	17	19	16	16	17	18	5	20	0.00	86.14%	84	64	76.86	2.4
0218	9	16	20	18	16	 	 	19	5	20	0.00	71.08%	88	77	76.83	2.4
0428	9	16	20	17	17	18	20	17	5	18	0.00	91.57%	87	57	76.83	2.4
6371	9	16	20	12	11	8	11	15	4	20	0.00	73.49%	87	75	76.80	2.4
2839	9	16	12	18	17	16	18	19	1	20	0.00	87.35%	87	61	76.74	2.3
4279	9	15	19	18	16	16	17	14	0	20	0.00	86.75%	60	75	76.70	2.3
1823	 	12	18	9	17	16	11	16	5	20	0.00	71.69%	92	74	76.67	2.3
8745	9	14	16	13	15	14	15	15	1	12	0.00	74.10%	91	72	76.64	2.3
1746	6	15	10	14	17	8	13	14	5	20	0.00	70.48%	80	81	76.59	2.3
2321	9	16	14	16	16	16	15	18	 	20	0.00	84.34%	62	76	76.53	2.3
9714	8	14	11	16	13	11	14	14	 	20	0.00	72.89%	85	75	76.16	2.3
7172	7	14	18	15	15	16	5	13	2	20	0.00	74.10%	88	72	76.04	2.3
4020	9	 	13	18	12	14	16	19	2	20	0.00	72.89%	88	73	75.96	2.3
8774	10	14	18	17	15	19	15	16	4	20	1.00	87.35%	85	60	75.94	2.3
6997	10	14	17	13	17	 	15	13	5	20	0.00	71.69%	90	73	75.87	2.3
2104	10	16	12	14	16	15	19	16	3	20	0.00	83.13%	87	63	75.85	2.3
6025	7	15	20	16	14	13	16	16	5	20	0.00	82.53%	90	62	75.81	2.3
4147	10	15	16	17	18	16	20	19	4	20	0.00	90.96%	79	59	75.79	2.3
6011	10	16	19	18	18	14	16	17	1	20	0.00	89.16%	90	55	75.66	2.3
9042	9	15	14	16	16	14	16	17	 	20	0.00	82.53%	85	64	75.61	2.3
5277	9	16	14	17	19	14	15	17	1	20	0.00	84.94%	80	64	75.58	2.2
0862	10	16	13	15	11	13	20	17	5	20	0.00	81.33%	77	69	75.53	2.2
9020	6	13	12	16	17	18	16	12	5	20	0.00	78.31%	82	69	75.33	2.2
8156	7	13	10	16	16	14	16	17	1	15	0.00	74.70%	81	73	75.28	2.2
6107	8	15	20	17	14	18	16	18	2	20	0.00	87.95%	68	66	75.18	2.2
3345	10	14	13	10	16	10	12	15	3	20	0.00	72.29%	77	77	75.12	2.2
8271	10	15	17	17	16	17	16	16	 	20	0.00	86.75%	77	62	74.90	2.2
6445	9	15	20	18	19	13	16	17	 	20	0.00	88.55%	89	54	74.82	2.2
6917	6	15	18	17	17	16	16	14	4	20	0.00	83.73%	78	64	74.69	2.2
2904	9	15	13	15	18	9	14	18	5	20	0.00	78.92%	79	68	74.57	2.2
1640	10	16	20	19	20	17	 	 	4	20	0.00	73.49%	95	65	74.40	2.1
4450	10	14	15	17	18	12	17	18	5	20	0.00	84.94%	86	58	74.38	2.1
1711	9	16	20	17	16	19	19	18	 	20	0.00	92.77%	76	55	74.31	2.1
8567	6	11	16	16	14	11	 	12	5	6	0.00	55.42%	98	81	74.17	2.1
5422	7	16	18	19	19	18	18	20	5	20	0.00	93.37%	66	59	74.15	2.1
3038	6	12	16	17	15	12	15	17	1	20	0.00	78.31%	79	67	73.93	2.1
0890	10	15	20	15	18	18	17	14	5	18	0.00	87.35%	84	55	73.74	2.1
0442	10	15	19	16	14	14	18	14	4	20	0.00	84.34%	72	64	73.73	2.1
0482	8	15	16	16	16	13	13	19	5	18	0.00	80.72%	81	63	73.69	2.1
2448	8	16	14	15	16	17	16	20	5	20	0.00	85.54%	77	60	73.62	2.1
9154	10	15	19	17	17	18	18	12	5	18	0.00	86.75%	66	64	73.50	2.1
1453	9	14	18	17	14	12	16	18	5	20	0.00	83.13%	67	67	73.45	2.1
3365	9	14	16	16	16	15	13	13	5	20	0.00	79.52%	78	65	73.41	2.1
7852	10	15	12	16	19	17	14	18	 	20	0.00	84.94%	82	57	73.18	2.0
7257	9	15	13	13	14	15	11	14	5	20	0.00	74.70%	88	64	73.08	2.0
8110	10	15	12	16	16	11	16	12	5	20	0.00	77.11%	87	62	73.04	2.0
4911	10	13	13	15	17	16	14	14	4	20	0.00	79.52%	86	60	73.01	2.0
6123	8	14	17	16	16	12	17	15	1	20	0.00	81.33%	81	60	72.73	2.0
1866	8	15	19	15	16	15	15	18	5	20	0.00	84.94%	69	62	72.58	2.0
5727	9	16	12	13	16	16	14	15	 	20	0.00	78.92%	95	55	72.57	2.0
0294	9	16	19	18	14	 	 	 	5	20	0.00	57.83%	79	84	72.53	2.0
7935	9	15	15	15	17	14	17	18	5	20	0.00	84.34%	72	60	72.13	1.9
0838	10	15	20	16	18	17	18	18	5	20	0.00	91.57%	67	55	72.03	1.9
2517	9	15	17	14	12	18	18	19	1	20	0.00	85.54%	87	51	72.02	1.9
4436	10	15	20	20	17	17	18	21	 	20	0.00	95.18%	72	48	71.67	1.9
1697	7	16	19	15	16	17	18	14	1	20	0.00	85.54%	83	52	71.62	1.9
2317	8	16	19	 	11	16	15	10	5	20	0.00	69.28%	83	68	71.51	1.9
1991	10	16	19	20	20	 	19	15	5	20	0.00	83.73%	82	54	71.49	1.9
8425	10	16	19	16	17	16	10	 	5	15	0.00	71.69%	85	64	71.27	1.9
2324	10	15	17	18	17	18	19	18	 	20	0.00	91.57%	73	50	71.23	1.9
0766	9	15	13	18	18	14	12	10	5	20	0.00	77.71%	82	59	71.08	1.9
0389	7	15	19	15	13	17	16	14	4	20	0.00	81.93%	79	55	70.57	1.8
8797	9	16	17	16	14	19	16	16	5	20	0.00	86.14%	72	54	70.46	1.8
0803	9	13	17	16	16	16	3	17	3	18	0.00	75.30%	79	61	70.32	1.8
6753	9	14	13	15	16	12	14	12	3	20	0.00	75.30%	79	61	70.32	1.8
3383	8	14	19	17	18	19	20	18	4	20	0.00	92.17%	67	50	70.27	1.8
4712	9	15	16	18	13	8	1	14	4	15	0.00	65.66%	84	68	70.27	1.8
1951	10	15	19	14	15	10	10	20	5	20	0.00	80.12%	79	56	70.25	1.8
6747	9	16	15	17	16	16	17	18	5	20	0.00	86.75%	75	51	70.10	1.8
7701	9	15	13	14	15	12	15	16	2	20	0.00	77.71%	63	66	70.08	1.8
3998	9	14	19	5	14	12	14	17	5	20	0.00	74.70%	79	61	70.08	1.8
2243	6	8	13	 	17	13	8	19	5	18	0.00	61.45%	79	74	69.98	1.8
8060	7	15	20	15	18	17	15	14	5	15	0.00	81.93%	80	53	69.97	1.8
1664	7	16	18	17	13	17	18	13	 	20	0.00	83.73%	64	59	69.89	1.8
2852	9	15	18	18	15	8	 	17	2	18	0.00	71.08%	75	66	69.83	1.7
5187	10	15	19	19	16	18	19	15	3	20	0.00	90.96%	77	45	69.79	1.7
7661	9	15	16	13	15	13	12	15	3	20	0.00	77.11%	64	65	69.64	1.7
4207	10	9	15	17	18	10	12	15	5	20	0.00	75.90%	78	59	69.56	1.7
6247	9	15	20	 	18	17	17	 	 	0	0.00	57.83%	86	73	69.53	1.7
2642	8	14	17	15	19	17	17	16	4	20	0.00	86.14%	69	53	69.46	1.7
3869	7	9	7	10	13	17	16	14	3	18	0.00	66.87%	91	61	69.35	1.7
2900	10	15	19	13	16	12	16	18	4	18	0.00	82.53%	87	47	69.21	1.7
6078	9	16	20	18	18	8	13	10	1	20	0.00	79.52%	70	58	69.01	1.7
9278	10	15	19	17	16	14	10	16	5	15	0.00	79.52%	82	52	69.01	1.7
1106	9	15	12	15	12	11	11	10	3	20	0.00	69.28%	68	69	68.91	1.7
6247	8	15	10	13	10	18	19	15	5	20	0.00	77.11%	84	53	68.84	1.7
1109	7	14	 	 	15	16	13	16	 	20	0.00	60.84%	79	71	68.54	1.6
5151	10	15	17	15	15	17	15	16	4	20	0.00	84.34%	88	43	68.53	1.6
8014	8	14	14	16	14	16	13	16	4	20	0.00	78.92%	80	52	68.37	1.6
2574	6	14	9	13	15	8	13	14	5	18	0.00	66.27%	79	65	68.31	1.6
9771	9	14	18	14	15	14	13	18	5	18	0.00	80.12%	81	50	68.25	1.6
1960	10	15	18	16	17	13	5	15	5	20	0.00	77.71%	77	54	68.08	1.6
9848	9	10	19	13	12	13	19	16	5	12	0.00	74.10%	73	59	67.84	1.6
6469	10	16	16	16	19	13	17	10	5	15	0.00	79.52%	72	54	67.81	1.6
3128	9	15	9	14	16	17	14	16	5	20	0.00	78.31%	74	54	67.73	1.6
3211	7	16	18	15	10	10	3	12	5	20	0.00	66.87%	75	64	67.35	1.5
2052	9	15	13	15	14	13	13	18	2	20	0.00	78.31%	74	53	67.33	1.5
1647	7	15	14	17	12	9	19	15	1	20	0.00	77.11%	69	56	67.04	1.5
2988	9	15	20	15	11	 	 	15	3	18	0.00	62.05%	81	65	67.02	1.5
3482	8	8	19	17	13	6	10	16	5	15	0.00	67.47%	77	61	66.79	1.5
2785	10	16	18	13	14	2	8	11	5	20	0.00	67.47%	81	59	66.79	1.5
3139	9	14	14	17	19	13	19	16	4	15	0.00	81.93%	72	49	66.77	1.5
7363	9	14	17	18	15	15	17	10	2	20	0.00	81.33%	88	41	66.53	1.5
3333	8	13	3	13	13	6	16	15	5	18	0.00	63.25%	73	66	66.30	1.4
3036	8	14	11	15	12	19	20	17	5	20	0.00	81.93%	88	39	65.97	1.4
6367	6	14	16	14	9	8	14	13	5	20	0.00	68.67%	70	61	65.87	1.4
3375	10	16	19	16	14	16	19	19	4	20	0.00	89.76%	73	38	65.70	1.4
9837	8	15	15	15	17	12	15	15	5	0	0.00	67.47%	56	68	65.39	1.4
0610	10	11	19	17	14	18	19	18	5	20	0.00	87.95%	59	46	65.38	1.4
5041	 	15	16	16	13	14	16	20	5	20	0.00	78.31%	61	54	65.13	1.3
2686	7	8	12	17	11	17	9	8	 	18	0.00	64.46%	74	61	64.98	1.3
3564	9	12	15	17	5	7	10	16	4	20	0.00	66.87%	73	59	64.95	1.3
4110	9	15	18	17	14	17	15	20	3	20	0.00	87.35%	58	46	64.94	1.3
2076	7	14	11	14	14	10	11	17	2	20	0.00	71.08%	62	60	64.83	1.3
3074	5	7	11	14	9	8	11	16	 	6	0.00	52.41%	85	67	64.76	1.3
0310	9	13	18	14	13	16	17	18	4	20	0.00	83.13%	65	46	64.65	1.3
5136	8	12	17	12	17	17	15	15	5	20	0.00	80.12%	67	48	64.65	1.3
7958	8	15	17	15	14	5	14	14	4	20	0.00	73.49%	64	56	64.60	1.3
6327	8	15	10	15	13	14	17	18	5	20	0.00	78.31%	66	49	64.13	1.3
6159	10	14	16	14	8	11	14	17	4	20	0.00	74.70%	81	45	64.08	1.2
0967	8	10	9	16	0	13	2	14	0	20	0.00	55.42%	80	64	63.77	1.2
1371	8	15	20	15	16	18	19	17	2	20	0.00	89.16%	66	37	63.66	1.2
9804	9	15	17	11	10	16	14	7	5	20	0.00	71.69%	71	51	63.27	1.2
6095	9	14	11	17	11	19	10	12	5	20	0.00	74.10%	74	47	63.24	1.2
7122	7	15	18	9	10	17	5	11	5	20	0.00	67.47%	69	56	63.19	1.2
2867	5	10	12	14	14	2	13	12	1	20	0.00	61.45%	74	59	62.98	1.2
0594	8	14	15	16	10	 	 	9	3	20	0.00	55.42%	83	60	62.77	1.1
0064	7	10	14	13	12	16	10	14	4	20	0.00	69.88%	64	55	62.75	1.1
5941	10	16	 	15	 	 	 	15	1	3	0.00	35.54%	92	75	62.62	1.1
5239	8	13	16	17	14	6	 	13	5	20	0.00	64.46%	70	56	62.18	1.1
2775	6	15	8	10	13	7	3	12	5	20	0.00	56.63%	73	62	62.05	1.1
4731	4	14	16	15	12	11	15	15	 	20	0.00	73.49%	65	49	62.00	1.1
1487	 	 	 	13	13	 	14	14	0	18	0.00	43.37%	79	72	61.95	1.1
5901	7	16	12	11	17	15	17	16	5	20	0.00	78.92%	86	31	61.17	1.0
6052	9	15	17	17	18	18	17	18	5	20	0.00	89.76%	60	31	60.30	0.9
5141	9	16	15	17	17	13	16	18	5	20	0.00	84.94%	56	33	58.38	0.8
5347	6	15	19	17	15	10	11	 	4	15	0.00	65.06%	83	38	57.82	0.7
0100	9	10	9	15	4	0	 	12	5	18	0.00	46.39%	68	64	57.75	0.7
7340	9	16	13	14	16	3	16	20	5	20	0.00	76.51%	65	35	57.60	0.7
6236	9	16	17	14	13	14	15	20	5	20	0.00	83.13%	56	32	57.25	0.7
7550	8	14	9	 	11	12	16	16	5	20	0.00	63.86%	87	34	56.54	0.0
6457	9	16	20	14	12	15	18	18	4	20	0.33	85.74%	69	18	55.30	0.0
0542	6	14	14	16	9	12	13	11	5	9	0.00	62.65%	50	48	54.26	0.0
0419	9	11	19	16	12	10	14	14	5	12	0.00	70.48%	67	31	53.99	0.0
0479	10	15	20	14	15	18	19	17	1	20	0.00	89.16%	91	 	53.86	0.0
1015	9	11	13	16	13	4	0	12	5	15	0.00	56.02%	72	42	53.61	0.0
7894	10	15	 	6	8	 	 	19	 	20	0.00	46.99%	67	51	52.60	0.0
1620	 	12	19	17	 	12	10	17	5	15	0.00	61.45%	48	45	52.18	0.0
6574	 	15	11	 	16	14	15	8	5	18	0.00	58.43%	62	41	52.17	0.0
2408	6	12	9	14	10	7	 	13	5	20	0.00	54.82%	68	41	51.93	0.0
3854	7	15	16	16	16	12	0	8	5	12	0.00	61.45%	83	26	51.58	0.0
0718	8	15	13	15	14	13	3	 	5	12	0.00	56.02%	74	33	50.41	0.0
2754	8	11	15	7	6	6	7	12	 	20	0.00	55.42%	72	34	50.17	0.0
0184	10	16	20	20	20	16	19	 	 	12	0.00	80.12%	90	 	50.05	0.0
2452	9	16	12	15	9	7	1	14	5	20	0.00	62.05%	44	41	50.02	0.0
6218	8	12	16	18	14	10	9	 	4	20	0.00	64.46%	63	29	49.98	0.0
0897	10	16	20	18	16	 	 	 	5	20	0.00	60.24%	69	30	49.90	0.0
6267	6	13	16	6	14	0	7	7	5	20	0.00	53.61%	57	42	49.65	0.0
4943	8	15	6	15	11	5	0	15	5	20	0.33	57.43%	61	36	49.57	0.0
5973	8	11	11	7	2	 	 	 	2	20	0.00	35.54%	74	46	47.42	0.0
1339	8	15	 	16	10	17	7	11	3	18	0.00	61.45%	52	31	47.38	0.0
0076	9	 	11	11	 	 	 	 	5	20	0.00	30.72%	75	48	46.49	0.0
2947	8	14	8	13	17	15	11	14	4	20	0.00	72.29%	83	 	45.52	0.0
0511	 	 	 	 	 	 	 	 	 	3	0.00	1.81%	76	73	45.12	0.0
0752	9	13	18	16	15	12	17	13	4	0	0.00	68.07%	32	23	42.83	0.0
3966	8	15	14	10	12	18	12	 	5	20	0.00	65.66%	61	9	42.07	0.0
3112	9	15	20	16	16	 	 	 	5	15	0.00	54.82%	87	 	39.33	0.0
2375	9	15	 	15	20	 	 	 	2	9	0.00	40.96%	70	21	38.79	0.0
4774	8	15	14	11	3	12	 	 	5	12	0.00	45.18%	75	11	37.47	0.0
6030	6	14	19	16	15	 	 	 	 	18	0.00	53.01%	81	 	37.40	0.0
0607	10	16	14	9	3	2	0	2	5	20	0.00	45.78%	45	25	37.31	0.0
6240	9	9	 	9	 	 	 	 	3	9	0.00	21.69%	84	29	37.07	0.0
0258	9	15	12	15	13	13	1	 	5	18	0.00	57.83%	63	 	35.73	0.0
4994	7	15	17	16	15	11	5	 	1	20	0.00	63.86%	50	 	35.54	0.0
6405	9	15	16	5	6	 	 	 	5	20	0.00	42.77%	40	19	32.71	0.0
7676	9	12	6	15	6	 	 	12	5	9	0.00	41.57%	30	23	31.83	0.0
8394	7	13	11	5	11	0	2	 	5	18	0.33	40.56%	76	 	31.42	0.0
5593	7	15	20	17	0	7	 	15	3	3	0.00	50.60%	52	 	30.64	0.0
3346	9	15	19	 	 	 	 	 	2	12	0.00	33.13%	60	12	30.05	0.0
2805	 	 	 	 	 	 	 	 	 	12	0.00	7.23%	55	40	29.89	0.0
6114	4	7	 	 	16	 	 	 	5	9	0.00	21.69%	60	19	28.27	0.0
4130	6	15	9	12	 	 	 	 	 	15	0.00	34.34%	67	 	27.13	0.0
1075	8	10	10	 	10	 	 	 	2	20	0.00	34.94%	60	 	25.98	0.0
6903	10	15	 	 	 	 	 	 	1	15	0.00	24.10%	50	10	23.64	0.0
2047	8	14	 	 	 	 	 	 	4	3	0.00	15.06%	72	 	20.42	0.0
6413	7	15	 	 	 	 	 	 	 	20	0.00	25.30%	49	 	19.92	0.0
1660	10	15	 	14	13	 	 	 	 	0	0.00	31.33%	26	4	19.33	0.0
2490	9	10	0	 	0	 	 	 	5	18	0.00	22.29%	47	1	18.72	0.0
6258	8	 	 	 	 	 	 	 	 	9	0.00	10.24%	45	9	16.70	0.0
6085	 	 	 	 	 	 	 	 	 	0	0.00	0.00%	77	 	15.40	0.0
2315	9	15	 	 	 	 	 	 	1	6	0.00	18.07%	38	 	14.83	0.0
1844	 	 	 	15	11	3	 	 	2	0	0.00	17.47%	37	 	14.39	0.0
4071	8	 	 	 	 	 	 	 	4	0	0.00	4.82%	56	 	13.13	0.0
3671	10	 	 	 	 	 	 	 	 	3	0.00	7.83%	33	8	12.93	0.0
2249	 	14	 	 	17	 	 	 	4	9	0.00	24.10%	 	 	9.64	0.0
2965	 	 	 	 	 	 	 	 	 	0	0.00	0.00%	46	 	9.20	0.0
4324	8	8	 	14	 	 	 	 	4	3	0.00	19.88%	 	 	7.95	0.0
8873	8	 	 	 	 	 	 	 	 	6	0.00	8.43%	 	 	3.37	0.0
0172	9	 	 	 	 	 	 	 	 	3	0.00	7.23%	 	 	2.89	0.0
6957	 	 	 	 	 	 	 	 	 	3	0.00	1.81%	 	 	0.72	0.0
3097	 	 	 	 	 	 	 	 	 	0	0.00	0.00%	 	 	0.00	0.0
6643	 	 	 	 	 	 	 	 	 	0	0.00	0.00%	 	 	0.00	0.0

mean	8.9	14.9	17.3	16.6	16.5	16.2	16.9	17.4	3.4	18.9	0.0	82.68%	84.9	73.5	78.1	2.6
median	9	15	18	17	17	17	18	18	4	20	0	88.55%	88	77.5	83.3	2.9
